"","Tipo","Literal","CCAA","Provincia","Municipio","Encuestadora.Medio","Fuente","Muestra","Trabajo.Campo","Último.día","Particip","Lead","Ganador","Ventaja","BNG","CC.NCa","CpM","Cs","CUP","EC","ECP","EH.Bildu","ERC.Sobiranistes","EV","Junts","JxCat","Más.País","Més.Compromís","NA.","PACMA","PDeCAT","PNV","PP","PRC","PSC","PSdeG.PSOE","PSOE","Somos.Región","TE","Unidas.Podemos","Vox"
"130","Generales","España","Esp.","-","-","CIS","http://datos.cis.es/pdf/Es3344marMT_A.pdf","3733","1–13 Dec 2021","2021-12-13","-","7.2","PSOE","PSOE +7.2",0.6,0.3,NA,5.9,0.8,NA,NA,0.8,2.5,NA,NA,1.4,2.2,NA,0.4,NA,NA,1.2,20.8,0.2,NA,NA,28,NA,0.1,13.7,14.6
"131","Generales","España","Esp.","-","-","Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-diciembre-2021/","1041","1–13 Dec 2021","2021-12-13","65.3","2.4","PSOE","PSOE +2.4",NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,23.1,NA,NA,NA,25.5,NA,NA,10.6,19.4
"132","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20211213/na5jrm2v3fczfjux5oaugcxz2u.html","1000","8–11 Dec 2021","2021-12-11","62.2","3.5","PP","PP +3.5",NA,NA,NA,3,NA,NA,NA,1,3.4,NA,NA,2.2,3.5,NA,0.4,NA,NA,1.7,28.8,NA,NA,NA,25.3,NA,NA,9.9,15.5
"133","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep12d21/","2177","3–10 Dec 2021","2021-12-10","-","0.2","PP","PP +0.2",0.9,0.6,NA,3.3,1,NA,NA,1.3,3.5,NA,NA,2.4,2.7,NA,0.5,NA,NA,1.5,25.7,0.2,NA,NA,25.5,NA,0.1,10.8,18.5
"134","Generales","España","Esp.","-","-","Data10/OKDiario","https://okdiario.com/espana/casado-pierde-7-escanos-pelea-ayuso-pp-gobernaria-apoyo-vox-pero-pelos-8248532","1000","7–9 Dec 2021","2021-12-09","-","2.5","PP","PP +2.5",0.7,0.4,NA,2.8,0.9,NA,NA,1.1,3.2,NA,NA,2.1,3.4,NA,0.4,NA,NA,1.6,28.1,0.2,NA,NA,25.6,NA,0.1,10.6,16.5
"135","Generales","España","Esp.","-","-","Hamalgama Métrica/VozPópuli","https://www.vozpopuli.com/espana/vox-abascal-casado.html","1000","2–9 Dec 2021","2021-12-09","-","2.4","PP","PP +2.4",0.7,0.5,NA,2.9,0.9,NA,NA,1.1,3.3,NA,NA,2.3,3.3,NA,0.4,NA,NA,1.5,28.1,0.2,NA,NA,25.7,NA,0.1,10.2,16.3
"136","Generales","España","Esp.","-","-","Ágora Integral/Canarias Ahora","https://www.eldiario.es/canariasahora/politica/espana-vaciada-entra-fuerza-congreso-extrema-derecha-gana-votos_1_8569563.html","1500","1–5 Dec 2021","2021-12-05","62.5","1.0","PSOE","PSOE +1.0",0.5,0.4,NA,3.2,1,NA,NA,1.2,3.7,NA,NA,2.1,4.4,NA,NA,NA,NA,1.6,24.5,0.3,NA,NA,25.5,NA,0.9,11.8,16.9
"137","Generales","Murcia, Región de","Mur.","-","-","Ágora Integral/Canarias Ahora","https://www.eldiario.es/canariasahora/politica/espana-vaciada-entra-fuerza-congreso-extrema-derecha-gana-votos_1_8569563.html","500","1–5 Dec 2021","2021-12-05","68.3","7.7","PP","PP +7.7",NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,29.8,NA,NA,NA,22.1,NA,NA,13,21.5
"138","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep5d21/","1132","26 Nov–3 Dec 2021","2021-12-03","-","Tie","PSOE","PSOE +Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,NA,NA,NA,NA
"139","Generales","España","Esp.","-","-","IMOP/El Confidencial","https://www.elconfidencial.com/espana/observatorio-electoral/2021-12-09/encuestas-vox-disparado-64escanos-estancamiento-pp-psoe_3337445/","1316","22 Nov–3 Dec 2021","2021-12-03","-","0.1","PP","PP +0.1",1.1,0.4,NA,2.3,1.1,NA,NA,1.2,2.9,NA,NA,2.1,2.7,NA,0.4,NA,NA,1.7,25.8,0.2,NA,NA,25.7,NA,0.1,11.6,18.2
"140","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep5d21/","1132","26 Nov–3 Dec 2021","2021-12-03","-","Tie","PP","PP +Tie",0.9,0.6,NA,3.3,1,NA,NA,1.3,3.4,NA,NA,2.4,2.8,NA,0.4,NA,NA,1.5,25.8,0.2,NA,NA,NA,NA,0.1,11.1,18.1
"141","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://www.elmundo.es/espana/encuestas/2021/12/05/61acf54921efa0c9488b4585.html","1633","30 Nov–1 Dec 2021","2021-12-01","-","2.2","PP","PP +2.2",NA,NA,NA,3.5,NA,NA,NA,NA,3,NA,NA,2,3.5,NA,NA,NA,NA,1.9,28.6,NA,NA,NA,26.4,NA,NA,10.1,15
"142","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep28n21/","-","19–26 Nov 2021","2021-11-26","-","0.3","PP","PP +0.3",0.8,0.5,NA,3.2,0.9,NA,NA,1.2,3.4,NA,NA,2.4,2.8,NA,0.4,NA,NA,1.5,26.2,0.2,NA,NA,25.9,NA,0.1,10.9,17.9
"143","Generales","España","Esp.","-","-","SW Demoscopia/Publicaciones Sur","https://andaluciainformacion.es/andalucia/1011707/pp-y-vox-no-suman-lo-suficiente-para-desalojar-a-pedro-sanchez-de-la-moncloa/","610","23–24 Nov 2021","2021-11-24","-","2.9","PSOE","PSOE +2.9",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,23,NA,NA,NA,25.9,NA,NA,12.7,18.8
"144","Generales","España","Esp.","-","-","Sigma Dos/Antena 3","https://www.antena3.com/noticias/espana/ganaria-elecciones-130-escanos-alcanzaria-mayoria-absoluta-vox-segun-ultima-encuesta-sigma-2_20211122619b4a075db1d60001039044.html","-","22 Nov 2021","2021-11-22","-","3.5","PP","PP +3.5",NA,NA,NA,3.4,NA,NA,NA,NA,3,NA,NA,2,2.9,NA,NA,NA,NA,1.9,29.3,NA,NA,NA,25.8,NA,NA,11,15.2
"145","Generales","España","Esp.","-","-","DYM/Henneo","https://www.20minutos.es/noticia/4903798/0/la-crisis-del-pp-le-quita-cuatro-puntos-de-su-ventaja-sobre-el-psoe/","1021","17–21 Nov 2021","2021-11-21","-","0.3","PP","PP +0.3",NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,25.8,NA,NA,NA,25.5,NA,NA,12.2,18.3
"146","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-pierde-fuelle-pero-ganaria-elecciones-28-apoyos_20211121619a46509ef0da0001e7bc0e.html","-","15–19 Nov 2021","2021-11-19","-","1.3","PP","PP +1.3",NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,28,NA,NA,NA,26.7,NA,NA,9.4,16.6
"147","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep21n21/","1564","12–19 Nov 2021","2021-11-19","-","Tie","PSOE","PSOE +Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,NA,NA
"148","Generales","España","Esp.","-","-","IMOP/El Confidencial","https://www.elconfidencial.com/espana/observatorio-electoral/2021-11-24/quiebra-pp-crisis-interna-ciudadanos-congreso_3329246/","1343","8–19 Nov 2021","2021-11-19","-","0.3","PSOE","PSOE +0.3",1.1,0.4,NA,2.2,1,NA,NA,1,3,NA,NA,2.2,3,NA,0.4,NA,NA,1.6,26.8,0.2,NA,NA,27.1,NA,0.1,11,16.7
"149","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep21n21/","1564","12–19 Nov 2021","2021-11-19","-","Tie","PP","PP +Tie",0.8,0.5,NA,3,0.9,NA,NA,1.2,3.5,NA,NA,2.4,2.8,NA,0.4,NA,NA,1.5,25.7,0.3,NA,NA,NA,NA,0.1,11.5,18.2
"150","Generales","España","Esp.","-","-","Celeste-Tel/Onda Cero","https://www.ondacero.es/noticias/espana/encuestas-electorales-recorta-distancia-psoe_20211119619786929dc5fc00012e6290.html","1100","11–16 Nov 2021","2021-11-16","63.4","2.4","PP","PP +2.4",0.7,0.5,NA,3.4,0.9,NA,NA,1.1,3.1,NA,NA,2.2,4,NA,0.4,NA,NA,1.6,28.5,0.2,NA,NA,26.1,NA,0.1,10.5,15.4
"151","Generales","España","Esp.","-","-","Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-noviembre-2021/","1026","30 Oct–15 Nov 2021","2021-11-15","62.9","1.3","PSOE","PSOE +1.3",NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,23,NA,NA,NA,24.3,NA,NA,11.4,18.3
"152","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://www.elmundo.es/espana/encuestas/2021/11/14/61915e72e4d4d8fc2b8b459f.html","1688","10–11 Nov 2021","2021-11-11","-","3.2","PP","PP +3.2",NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,2,3.6,NA,NA,NA,NA,1.8,29.1,NA,NA,NA,25.9,NA,NA,10.5,15.4
"153","Generales","España","Esp.","-","-","GAD3/NIUS","https://www.niusdiario.es/nacional/politica/encuesta-gad3-pp-sigue-partido-mas-votado-cada-vez-menos-piensan-ganara-elecciones_18_3233749558.html","1001","8–11 Nov 2021","2021-11-11","66","4.6","PP","PP +4.6",0.7,0.6,NA,2.5,0.8,NA,NA,1,3.3,NA,NA,1.9,2.8,NA,0.4,NA,NA,1.6,29.5,0.2,NA,NA,24.9,NA,0.1,11.8,14.7
"154","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep14n21/","1502","4–11 Nov 2021","2021-11-11","-","0.4","PP","PP +0.4",0.8,0.5,NA,3,0.9,NA,NA,1.2,3.4,NA,NA,2.3,2.8,NA,0.4,NA,NA,1.5,26.2,0.3,NA,NA,25.8,NA,0.1,11.5,17.9
"155","Generales","España","Esp.","-","-","CIS","http://datos.cis.es/pdf/Es3340marMT_A.pdf","3779","2–11 Nov 2021","2021-11-11","-","6.7","PSOE","PSOE +6.7",0.6,0.4,NA,5.7,1,NA,NA,0.8,2.6,NA,NA,1.5,3.1,NA,0.4,NA,NA,1.4,20.9,0.1,NA,NA,27.6,NA,0.1,13.6,14.3
"156","Generales","Murcia, Región de","Mur.","-","-","IMOP/El Confidencial","https://www.elconfidencial.com/espana/observatorio-electoral/2021-11-17/ayuso-arrasa-madrid-autonomicas-casado-generales_3325537/","710","10–11 Nov 2021","2021-11-11","-","9.9","PP","PP +9.9",NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,32.8,NA,NA,NA,22.9,NA,NA,10.4,19.8
"157","Generales","España","Esp.","-","-","Hamalgama Métrica/VozPópuli","https://www.vozpopuli.com/espana/casado-ayuso-vox-5.html","1000","3–10 Nov 2021","2021-11-10","-","2.5","PP","PP +2.5",0.6,0.5,NA,2.8,0.9,NA,NA,1.1,3.3,NA,NA,2.3,3.4,NA,0.4,NA,NA,1.5,28.3,0.2,NA,NA,25.8,NA,0.1,10.3,16.1
"158","Generales","España","Esp.","-","-","SocioMétrica/El Español","https://www.elespanol.com/espana/politica/20211109/partido-espana-vaciada-revoluciona-electoral-publica-espanol/625938122_0.html","1200","5–8 Nov 2021","2021-11-08","-","0.1","PP","PP +0.1",0.6,0.6,NA,3.9,0.9,NA,NA,1,3.2,NA,NA,1.8,3.3,NA,0.4,NA,NA,1.4,25.5,0.2,NA,NA,25.4,NA,0.1,12.4,16.8
"159","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20211108/zplpdtrzqvas3gsnscysklsv6u.html","1000","2–6 Nov 2021","2021-11-06","62.6","4.1","PP","PP +4.1",NA,NA,NA,2.9,NA,NA,NA,1,3.4,NA,NA,2.2,3,NA,0.4,NA,NA,1.7,29.3,NA,NA,NA,25.2,NA,NA,9.8,15.2
"160","Generales","España","Esp.","-","-","IMOP/El Confidencial","https://www.elconfidencial.com/espana/observatorio-electoral/2021-11-10/encuesta-imop-lucha-ayuso-casado-yolanda-diaz-izquierda_3321151/","1342","25 Oct–6 Nov 2021","2021-11-06","-","0.8","PP","PP +0.8",1,0.4,NA,2.4,1.1,NA,NA,1.1,3.1,NA,NA,2,3.1,NA,0.5,NA,NA,1.7,27.1,0.2,NA,NA,26.3,NA,0.1,11.5,16.4
"161","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-ganaria-elecciones-generales-282-apoyos_202111076187d61077bc8000019ce670.html","-","1–5 Nov 2021","2021-11-05","-","2.2","PP","PP +2.2",NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,28.2,NA,NA,NA,26,NA,NA,8.7,16.9
"162","Generales","España","Esp.","-","-","Data10/OKDiario","https://okdiario.com/espana/pp-aventaja-30-escanos-psoe-gobernaria-vox-cumplirse-dos-anos-elecciones-8062612","1000","2–4 Nov 2021","2021-11-04","-","3.6","PP","PP +3.6",0.7,0.4,NA,2.5,0.9,NA,NA,1.1,3.2,NA,NA,2.2,3.8,NA,0.4,NA,NA,1.6,28.8,0.2,NA,NA,25.2,NA,0.1,10.3,16.2
"163","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep7n21/","1479","29 Oct–4 Nov 2021","2021-11-04","-","1.9","PP","PP +1.9",0.8,0.5,NA,3,0.9,NA,NA,1.2,3.4,NA,NA,2.3,2.8,NA,0.4,NA,NA,1.5,27.3,0.3,NA,NA,25.4,NA,0.1,11.2,17.4
"164","Generales","España","Esp.","-","-","Metroscopia","https://metroscopia.org/2021/11/10/10n-dos-anos-despues-limites-liderazgos-agenda-y-calendario/","2400","21 Oct–4 Nov 2021","2021-11-04","66","1.3","PSOE","PSOE +1.3",NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.4,NA,NA,NA,25.2,NA,NA,NA,26.5,NA,NA,11,18
"165","Generales","España","Esp.","-","-","SW Demoscopia","http://swdemoscopia.com/2021/10/30/barometro-sw-demoscopia-espana-octubre-2021/","1203","20–30 Oct 2021","2021-10-30","-","0.2","PP","PP +0.2",NA,0.6,NA,3,0.9,NA,NA,1.1,3.6,NA,NA,2.1,3.4,NA,0.4,NA,NA,1.6,25.5,0.2,NA,NA,25.3,NA,NA,11.2,17.9
"166","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep31o21/","1228","22–29 Oct 2021","2021-10-29","-","2.2","PP","PP +2.2",0.7,0.5,NA,2.9,0.9,NA,NA,1.1,3.3,NA,NA,2.3,2.9,NA,0.4,NA,NA,1.6,27.7,0.3,NA,NA,25.5,NA,0.1,10.8,17.3
"167","Generales","España","Esp.","-","-","DYM/Henneo","https://www.diariodesevilla.es/espana/sondeo-DYM-PP-impulso-PSOE-debajo_0_1623438470.html","1000","20–24 Oct 2021","2021-10-24","-","4.5","PP","PP +4.5",NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,29.2,NA,NA,NA,24.7,NA,NA,13.2,14.6
"168","Generales","España","Esp.","-","-","Celeste-Tel/Onda Cero","https://www.ondacero.es/noticias/espana/encuestas-electorales-ganaria-elecciones-derecha-desbancaria-sanchez-moncloa_20211028617a83dfed0d1f0001646cf3.html","1100","18–22 Oct 2021","2021-10-22","63.3","2.5","PP","PP +2.5",0.7,0.5,NA,3.4,0.9,NA,NA,1.1,3.2,NA,NA,2.2,4.1,NA,0.4,NA,NA,1.6,28.9,0.2,NA,NA,26.4,NA,0.1,10,15.1
"169","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep24o21/","1822","15–22 Oct 2021","2021-10-22","-","2.1","PP","PP +2.1",0.7,0.5,NA,2.7,0.9,NA,NA,1.1,3.3,NA,NA,2.3,3.1,NA,0.4,NA,NA,1.5,27.9,0.3,NA,NA,25.8,NA,0.1,10.5,17.3
"170","Generales","España","Esp.","-","-","IMOP/El Confidencial","https://www.elconfidencial.com/espana/observatorio-electoral/2021-10-27/casado-arrebata-medio-millon-votos-sanchez-observatorio-electoral_3313617/","1338","11–22 Oct 2021","2021-10-22","-","2.2","PP","PP +2.2",1.1,0.3,NA,2.6,1,NA,NA,1.2,3.2,NA,NA,1.9,3.5,NA,0.5,NA,NA,1.7,28,0.2,NA,NA,25.8,NA,0.1,11,15.9
"171","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://www.elmundo.es/espana/encuestas/2021/10/24/61758fabfc6c83642f8b45e7.html","1928","19–21 Oct 2021","2021-10-21","-","3.4","PP","PP +3.4",NA,NA,NA,3.1,NA,NA,NA,NA,3.1,NA,NA,2,3.1,NA,NA,NA,NA,1.9,28.9,NA,NA,NA,25.5,NA,NA,10.9,15
"172","Generales","Madrid, Comunidad de","Mad.","-","-","Sondaxe/La Voz de Galicia","https://www.lavozdegalicia.es/noticia/galicia/2021/10/23/feijoo-mantiene-apoyo-mayoritario-tras-gestion-covid-galicia/0003_202110G23P4991.htm","1223","14–21 Oct 2021","2021-10-21","-","5.8","PP","PP +5.8",12.4,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9,NA,NA,28.1,NA,NA,NA,NA,NA
"173","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20211018/3cyuuj6mg5drfnuhvoxyvv3vzq.html","1000","13–15 Oct 2021","2021-10-15","63.3","4.2","PP","PP +4.2",NA,NA,NA,2.7,NA,NA,NA,1.1,3.4,NA,NA,2.2,3.2,NA,0.4,NA,NA,1.7,29.6,NA,NA,NA,25.4,NA,NA,9.6,15.1
"174","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-mantiene-ventaja-psoe-obtendria-284-voto-decidido_20211016616ac3b295a4560001ad05c8.html","-","11–15 Oct 2021","2021-10-15","-","2.7","PP","PP +2.7",NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,28.4,NA,NA,NA,25.7,NA,NA,9,16.6
"175","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep17o21/","1863","8–15 Oct 2021","2021-10-15","-","2.0","PP","PP +2.0",0.7,0.5,NA,2.9,0.9,NA,NA,1.1,3.2,NA,NA,2.2,3,NA,0.4,NA,NA,1.6,28.2,0.3,NA,NA,26.2,NA,0.1,10.4,16.7
"176","Generales","España","Esp.","-","-","Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-octubre-2021/","1056","30 Sep–15 Oct 2021","2021-10-15","64.5","1.7","PP","PP +1.7",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,25.5,NA,NA,NA,23.8,NA,NA,12.4,17.6
"177","Generales","España","Esp.","-","-","GAD3/ABC","https://www.abc.es/espana/abci-pp-supera-psoe-34-puntos-y-suma-mayoria-absoluta-202110170226_noticia.html","1001","8–14 Oct 2021","2021-10-14","75","3.0","PP","PP +3.0",0.7,0.5,NA,2.8,0.9,NA,NA,1.2,3,NA,NA,2,2.4,NA,0.4,NA,NA,1.7,29.2,0.2,NA,NA,26.2,NA,0.1,10.1,15.4
"178","Generales","España","Esp.","-","-","CIS","http://datos.cis.es/pdf/Es3337marMT_A.pdf","3660","1–13 Oct 2021","2021-10-13","-","6.4","PSOE","PSOE +6.4",0.5,0.4,NA,6,0.9,NA,NA,0.7,3.1,NA,NA,1.6,3,NA,0.4,NA,NA,1.3,22.1,0.1,NA,NA,28.5,NA,0.1,11.8,13.2
"179","Generales","España","Esp.","-","-","Sigma Dos/Antena 3","https://www.antena3.com/noticias/espana/ganaria-elecciones-130-escanos-celebrasen-hoy-segun-ultima-encuesta-sigma-2_202110116163daced257c7000137ebc9.html","-","11 Oct 2021","2021-10-11","-","3.4","PP","PP +3.4",NA,NA,NA,3.3,NA,NA,NA,NA,3.1,NA,NA,2,3.4,NA,NA,NA,NA,1.9,28.5,NA,NA,NA,25.1,NA,NA,11.1,14.6
"180","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/metroscopia-pp-guerra-casado-ayuso.html","-","10 Oct 2021","2021-10-10","-","0.4","PSOE","PSOE +0.4",NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,26.2,NA,NA,NA,26.6,NA,NA,10,17
"181","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep10o21/","2119","1–8 Oct 2021","2021-10-08","-","1.4","PP","PP +1.4",0.6,0.5,NA,2.8,0.9,NA,NA,1.1,3.3,NA,NA,2.2,2.8,NA,0.4,NA,NA,1.5,28,0.2,NA,NA,26.6,NA,0.1,10,16.9
"182","Generales","España","Esp.","-","-","IMOP/El Confidencial","https://www.elconfidencial.com/espana/observatorio-electoral/2021-10-13/pp-aumenta-ventaja-sobre-psoe_3305254/","1317","27 Sep–8 Oct 2021","2021-10-08","-","1.0","PP","PP +1.0",0.9,0.5,NA,2.6,0.9,NA,NA,1,3.2,NA,NA,2,4.1,NA,0.4,NA,NA,1.5,26.8,0.3,NA,NA,25.8,NA,0.1,10.8,16.8
"183","Generales","España","Esp.","-","-","Data10/OKDiario","https://okdiario.com/espana/casado-sale-reforzado-convencion-supera-31-escanos-psoe-tendria-mayoria-absoluta-vox-7912579","1000","5–7 Oct 2021","2021-10-07","-","4.1","PP","PP +4.1",0.7,0.4,NA,2.8,0.8,NA,NA,1.1,3.3,NA,NA,2.3,4.2,NA,0.4,NA,NA,1.6,29,0.3,NA,NA,24.9,NA,0.1,9.8,16
"184","Generales","España","Esp.","-","-","SocioMétrica/El Español","https://www.elespanol.com/espana/politica/20211010/casado-rompe-techo-logra-ventaja-sanchez-valencia/617689172_0.html","1200","4–7 Oct 2021","2021-10-07","-","2.2","PP","PP +2.2",0.5,0.5,NA,4.3,0.9,NA,NA,1.1,3,NA,NA,2.1,3.5,NA,0.4,NA,NA,1.2,27.2,0.3,NA,NA,25,NA,0.1,11.4,16.3
"185","Generales","España","Esp.","-","-","Hamalgama Métrica/VozPópuli","https://www.vozpopuli.com/espana/vox-casado-sanchez-encuesta.html","1000","1–6 Oct 2021","2021-10-06","65.7","2.5","PP","PP +2.5",0.6,0.5,NA,2.7,0.9,NA,NA,1.1,3.3,NA,NA,2.3,3.6,NA,0.4,NA,NA,1.5,28.7,0.2,NA,NA,26.2,NA,0.1,10.1,15.9
"186","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep3oct21/","1193","24 Sep–1 Oct 2021","2021-10-01","-","0.8","PP","PP +0.8",0.6,0.5,NA,3,0.9,NA,NA,1.1,3.4,NA,NA,2.3,3,NA,0.4,NA,NA,1.6,27.5,0.2,NA,NA,26.7,NA,0.1,10.2,17
"187","Generales","España","Esp.","-","-","Ágora Integral/Canarias Ahora","https://www.eldiario.es/canariasahora/politica/nacionalismo-pierde-fuerza-cara-proximas-elecciones-generales-coalicion-nueva-canarias_1_8358120.html","1000","23–27 Sep 2021","2021-09-27","61.9","0.2","PP","PP +0.2",0.5,0.4,NA,3.2,1,NA,NA,1.2,3.5,NA,NA,2.3,3.7,NA,NA,NA,NA,1.9,26.3,0.3,NA,NA,26.1,NA,0.1,11.5,15.4
"188","Generales","Cataluña","Cat.","-","-","Ágora Integral/Canarias Ahora","https://www.eldiario.es/canariasahora/politica/nacionalismo-pierde-fuerza-cara-proximas-elecciones-generales-coalicion-nueva-canarias_1_8358120.html","1000","23–27 Sep 2021","2021-09-27","53.2","3.2","PSOE","PSOE +3.2",NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,NA,NA,NA,28.6,NA,NA,14.1,13.4
"189","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep26s21/","1651","17–24 Sep 2021","2021-09-24","-","0.3","PP","PP +0.3",0.6,0.5,NA,3.2,0.9,NA,NA,1.1,3.3,NA,NA,2.3,3.1,NA,0.4,NA,NA,1.6,27.5,0.3,NA,NA,27.2,NA,0.1,10.1,16.5
"190","Generales","España","Esp.","-","-","IMOP/El Confidencial","https://www.elconfidencial.com/espana/observatorio-electoral/2021-09-29/pp-vox-consolidan-ventaja-dos-escanos-mayoria-absoluta_3297591/","1304","13–24 Sep 2021","2021-09-24","-","0.5","PP","PP +0.5",0.6,0.5,NA,2.6,1,NA,NA,1.1,3.1,NA,NA,2.1,3.8,NA,0.4,NA,NA,1.6,26.6,0.3,NA,NA,26.1,NA,0.1,10.9,17
"191","Generales","Galicia","Gal.","-","-","GAD3/La Vanguardia","http://hemeroteca.lavanguardia.com/preview/2021/09/26/pagina-14/406966672/pdf.html","806","20–22 Sep 2021","2021-09-22","-","0.7","ERC–Sobiranistes","ERC–Sobiranistes +0.7",NA,NA,NA,3.2,5.6,NA,13.5,NA,22.6,NA,12.7,NA,NA,NA,NA,NA,NA,NA,9.6,NA,21.9,NA,NA,NA,NA,NA,7
"192","Generales","España","Esp.","-","-","Celeste-Tel/Onda Cero","https://www.ondacero.es/noticias/espana/bloque-centroderecha-podria-gobernar-psoe-deja-caer_202109276151c6f91d28e900019ee7b9.html","1100","16–21 Sep 2021","2021-09-21","63.6","3.1","PP","PP +3.1",0.7,0.4,NA,3.5,0.9,NA,NA,1.1,3.2,NA,NA,2.3,4.1,NA,0.4,NA,NA,1.5,29.2,0.2,NA,NA,26.1,NA,0.1,9.9,15.1
"193","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/metroscopia-pp-guerra-casado-ayuso.html","-","20 Sep 2021","2021-09-20","-","0.3","PSOE","PSOE +0.3",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,26.2,NA,NA,NA,26.5,NA,NA,9.8,18.1
"194","Generales","España","Esp.","-","-","Data10/OKDiario","https://okdiario.com/espana/casado-pierde-5-escanos-frente-sanchez-15-dias-crisis-madrid-pero-gobernaria-vox-7817251","1000","19–20 Sep 2021","2021-09-20","-","3.7","PP","PP +3.7",0.6,0.4,NA,2.9,0.8,NA,NA,1.1,3.3,NA,NA,2.4,4.4,NA,0.4,NA,NA,1.6,28.7,0.3,NA,NA,25,NA,0.1,9.6,16.1
"195","Generales","España","Esp.","-","-","DYM/Henneo","https://www.lagacetadesalamanca.es/nacional/la-tension-entre-casado-y-ayuso-pasa-factura-al-pp-que-pierde-su-ventaja-sobre-el-psoe-MB9056493","1000","16–19 Sep 2021","2021-09-19","-","0.1","PP","PP +0.1",NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,26.1,NA,NA,NA,26,NA,NA,12.8,15.6
